Code,Type,Term,Select for,Changes starting with 2015 cases,,,,,
9732/3,Rpt,Primary PCL,,,,,,,
9732/3,Rpt,Smoldering myeloma,,,,,,,
9732/3,Rpt,Secondary plasma cell leukemia,,,,,,,
9732/3,Rpt,Smoldering plasma cell myeloma,,,,,,,
9734/3,Rpt,Extraosseous plasmacytoma,,,,,,,
9734/3,Rpt,EMP,,,,,,,
9734/3,Rpt,Multiple extraosseous (extramedullary) plasmactyomas,,,,,,,
9734/3,Rpt,Multiple plasmacytomas,,,,,,,
9734/3,Rpt,"Plasmacytoma, extramedullary",,,,,,,
9735/3,Rpt,Plasmablastic lymphoma,,,,,,,
9737/3,Rpt,ALK-positive large B-cell lymphoma,,,,,,,
9737/3,Rpt,ALK-positive LBCL,,,,,,,
9737/3,Rpt,ALK-positive plasmablastic B-cell lymphoma,,,,,,,
9737/3,Rpt,Large B-cell lymphoma expressing the ALK kinase and lacking the t(2;5) translocation,,,,,,,
9737/3,Rpt,T lymphoblastic leukemia/lymphoma,,,,,,,
9737/3,Rpt,Chronic T-cell leukemia/lymphoma,,,,,,,
9737/3,Rpt,Cortical T ALL,,,,,,,
9737/3,Rpt,Lymphomatous T-cell leukemia/lymphoma,,,,,,,
9737/3,Rpt,Mature T ALL,,,,,,,
9737/3,Rpt,Pre-T ALL,,,,,,,
9737/3,Rpt,Precursor T acute lymphoblastic leukemia,,,,,,,
9737/3,Rpt,Precursor T-cell lymphoblastic leukemia,,,,,,,
9737/3,Rpt,Pro-T ALL,,,,,,,
9737/3,Rpt,T-ALL,,,,,,,
9737/3,Rpt,T-acute lymphoblastic leukemia,,,,,,,
9737/3,Rpt,T-acute lymphoblastic lymphoma,,,,,,,
9738/3,Rpt,Large B-cell lymphoma arising in HHV8-associated multicentric Castleman disease,,,,,,,
9738/3,Rpt,HHV8 MCD,,,,,,,
9738/3,Rpt,HHV8 PL,,,,,,,
9738/3,Rpt,HHV8-positive plasmablastic lymphoma,,,,,,,
9738/3,Rpt,Kaposi Sarcoma herpes virus (KSHV)-positive plasmablastic lymphoma,,,,,,,
9740/3,Rpt,Mast cell sarcoma,,,,,,,
9740/3,Rpt,Malignant mast cell tumor,,,,,,,
9740/3,Rpt,Malignant mastocytoma,,,,,,,
9740/3,Rpt,MCS,,,,,,,
9740/3,Rpt,Mast cell sarcoma,,,,,,,
9740/3,Rpt,Malignant mastocytoma,,,,,,,
9740/3,Rpt,Malignant mast cell tumor,,,,,,,
9740/3,Rpt,MCS,,,,,,,
9741/3,Rpt,Systemic mastocytosis,,,,,,,
9741/3,Rpt,Systemic tissue mast cell disease,,,,,,,
9741/3,Rpt,Systemic mastocytosis with associated clonal hematological non-mast cell lineage disease,,,,,,,
9741/3,Rpt,Systemic mastocytosis with AHNMD,,,,,,,
9741/3,Rpt,Aggressive systemic mastocytosis,,,,,,,
9741/3,Rpt,Lymphadenopathic (systemic) mastocytosis with eosinophilia,,,,,,,
9742/3,Rpt,Mast cell leukemia,,,,,,,
9751/3,Rpt,Langerhans cell histiocytosis,,,,,,,
9751/3,Rpt,Acute progressive histiocytosis X,,,,,,,
9751/3,Rpt,Eosinophilic granuloma (if solitary lesion),,,,,,,
9751/3,Rpt,Hand-Schuller-Christian disease (if multiple lesions or visceral involvement)),,,,,,,
9751/3,Rpt,Langerhans cell granulomatosis,,,,,,,
9751/3,Rpt,"Langerhans cell granulomatosis, unifocal",,,,,,,
9751/3,Rpt,"Langerhans cell histiocytosis, disseminated",,,,,,,
9751/3,Rpt,"Langerhans cell histiocytosis, generalized",,,,,,,
9751/3,Rpt,"Langerhans cell histiocytosis, mono-ostotic",,,,,,,
9751/3,Rpt,"Langerhans cell histiocytosis, multifocal",,,,,,,
9751/3,Rpt,"Langerhans cell histiocytosis, poly-ostotic",,,,,,,
9751/3,Rpt,"Langerhans cell histiocytosis, unifocal",,,,,,,
9751/3,Rpt,"Langerhans histiocytosis, NOS",,,,,,,
9751/3,Rpt,LCH,,,,,,,
9751/3,Rpt,Letterer-Siwe disease (if disseminated or visceral involvement),,,,,,,
9755/3,Rpt,Histiocytic sarcoma,,,,,,,
9756/3,Rpt,Langerhans cell sarcoma,,,,,,,
9756/3,Rpt,LCS,,,,,,,
9756/3,Rpt,Malignant histiocytosis X,,,,,,,
9756/3,Rpt,"Dendritic/histocytic sarcoma, Langerhans cell type",,,,,,,
9757/3,Rpt,Interdigitating dendritic cell sarcoma,,,,,,,
9757/3,Rpt,Interdigitating cell sarcoma,,,,,,,
9757/3,Rpt,"Dendritic cell sarcoma, NOS",,,,,,,
9757/3,Rpt,IDC sarcoma,,,,,,,
9757/3,Rpt,IDCS,,,,,,,
9757/3,Rpt,Indeterminate cell histiocytosis,,,,,,,
9757/3,Rpt,Indeterminate dendritic cell tumor,,,,,,,
9758/3,Rpt,Follicular dendritic cell sarcoma,,,,,,,
9758/3,Rpt,Follicular dendritic cell tumor,,,,,,,
9758/3,Rpt,Dendritic reticulum cell sarcoma,,,,,,,
9758/3,Rpt,FDC,,,,,,,
9758/3,Rpt,FDC sarcoma,,,,,,,
9758/3,Rpt,Sarcoma of follicular dendritic cells,,,,,,,
9759/3,Rpt,Fibroblastic reticular cell tumor,,,,,,,
9759/3,Rpt,Cytokeratin-positive interstitial reticulum cell tumor,,,,,,,
9761/3,Rpt,Waldenstrom macroglobulinemia,,,,,,,
9762/3,Rpt,Heavy chain disease,,,,,,,
9762/3,Rpt,Alpha heavy chain disease,,,,,,,
9762/3,Rpt,Mu heavy chain disease,,,,,,,
9762/3,Rpt,Gamma heavy chain disease,,,,,,,
9762/3,Rpt,Franklin disease,,,,,,,
9762/3,Rpt,Immunoproliferative small intestinal  disease,,,,,,,
9800/3,Rpt,"Leukemia, NOS",,,,,,,
9801/3,Rpt,Acute undifferentiated leukemia,,,,,,,
9801/3,Rpt,"Acute leukemia, NOS",,,,,,,
9801/3,Rpt,Blast cell leukemia,,,,,,,
9801/3,Rpt,Undifferentiated leukemia,,,,,,,
9801/3,Rpt,Stem cell leukemia,,,,,,,
9806/3,Rpt,Mixed phenotype acute leukemia with t(9;22)(q34;q11.2); BCR-ABL1,,,,,,,
9806/3,Rpt,MPAL,,,,,,,
9807/3,Rpt,Mixed phenotye acute leukemia with t(v;11q23) MLL rearranged,,,,,,,
9807/3,Rpt,MLL,,,,,,,
9808/3,Rpt,"Mixed phenotype acute leukemia, B/myeloid",,,,,,,
9809/3,Rpt,"Mixed phenotype acute leukemia, T/myeloid",,,,,,,
9811/3,Rpt,B lymphoblastic leukemia/lymphoma,,,,,,,
9811/3,Rpt,All,,,,,,,
9811/3,Rpt,Acute lymphoblastic leukemia,,,,,,,
9811/3,Rpt,B-ALL,,,,,,,
9811/3,Rpt,B-LBL,,,,,,,
9812/3,Rpt,B lymphoblastic leukemia/lymphoma with t(9;22)(q34;q11.2); BCR-ABL1,,,,,,,
9813/3,Rpt,B lymphoblastic leukemia/lymphoma with t(v;11q23); MLL rearranged,,,,,,,
9814/3,Rpt,B lymphoblastic leukemia/lymphoma with t(12;21)(p13;q22); TEL-AML1 (ETV6-RUNX1),,,,,,,
9815/3,Rpt,B lymphoblastic leukemia/lymphoma with hyperdiploidy,,,,,,,
9816/3,Rpt,B lymphoblastic leukemia/lymphoma with hypodiploidy (Hypodiploid ALL),,,,,,,
9817/3,Rpt,B lymphoblastic leukemia/lymphoma with t(5;14)(q31;q32); IL3-IGH,,,,,,,
9818/3,Rpt,B lymphoblastic leukemia/lymphoma with t(1;19)(q23;p13.3); E2A-PBX1 (TCF3-PBX1),,,,,,,
9820/3,Rpt,"Lymphoid leukemia, NOS",,,,,,,
9823/3,Rpt,Small lymphocytic lymphoma,,,,,,,
9823/3,Rpt,B-cell chronic lymphocytic leukemia/small lymphocytic lymphoma,,,,,,,
9823/3,Rpt,"Chronic lymphocytic leukemia, B-cell type",,,,,,,
9823/3,Rpt,Chronic lymphocytic leukemia,,,,,,,
9823/3,Rpt,Chronic lymphoid leukemia,,,,,,,
9823/3,Rpt,Chronic lymphatic leukemia,,,,,,,
9823/3,Rpt,CLL/SLL,,,,,,,
9823/3,Rpt,SLL/CLL,,,,,,,
9826/3,Rpt,Burkitt cell leukemia,,,,,,,
9826/3,Rpt,"cute lymphoblastic leukemia, mature",,,,,,,
9826/3,Rpt,Acute lymphocytic leukemia FAB L-3,,,,,,,
9826/3,Rpt,"Acute lymphoblastic leukemia, mature B-cell type",,,,,,,
9827/3,Rpt,Adult T-cell lymphoma/leukemia,,,,,,,
9827/3,Rpt,Adult T-cell leukemia/lymphoma (HTLV-1 positive),,,,,,,
9827/3,Rpt,Adult T-cell lymphoma,,,,,,,
9827/3,Rpt,Adult T-cell leukemia,,,,,,,
9827/3,Rpt,ATLL,,,,,,,
9827/3,Rpt,Lymphomatous adult T-cell leukemia/lymphoma,,,,,,,
9827/3,Rpt,Smoldering adult T-cell leukemia/lymphoma,,,,,,,
9827/3,Rpt,"T-cell lymphoma, small cell type, pleomorphic medium and large cell type (HTLV-1+)-Kiel",,,,,,,
9831/3,Rpt,T-cell large granular lymphocytic leukemia,,,,,,,
9831/3,Rpt,T-cell large granular lymphocytosis,,,,,,,
9831/3,Rpt,Chronic large granular lymphocyte lymphoproliferative disorder,,,,,,,
9831/3,Rpt,Chronic lymphoproliferative disorder of NK cells,,,,,,,
9831/3,Rpt,Chronic NK-cell lymphocytosis,,,,,,,
9831/3,Rpt,Chronic NK-large granular lymphocyte (LGL) lymphoproliferative disorder,,,,,,,
9831/3,Rpt,CLPD-NK,,,,,,,
9831/3,Rpt,Indolent large granular NK-cell lymphoproliferative disorder,,,,,,,
9831/3,Rpt,"Large granular lymphocytosis, NOS",,,,,,,
9831/3,Rpt,NK-cell LGL lymphocytosis,,,,,,,
9831/3,Rpt,T-cell granular lymphocytic leukemia,,,,,,,
9831/3,Rpt,T-cell granular lymphocytic leukemia,,,,,,,
9831/3,Rpt,T-cell large granular lymphocytosis,,,,,,,
9831/3,Rpt,"Large granular lymphocytosis, NOS",,,,,,,
9832/3,Rpt,Prolymphocytic leukemia,,,,,,,
9833/1,Rpt,B-cell Prolymphocytic leukemia,,,,,,,
9833/3,Rpt,B-PLL,,,,,,,
9834/3,Rpt,T-cell Prolymphocytic leukemia,,,,,,,
9834/3,Rpt,T-PLL,,,,,,,
9834/3,Rpt,Knobby type of T-cell leukemia-Lukes,,,,,,,
9834/3,Rpt,T-cell chronic lymphocytic leukemia,,,,,,,
9834/3,Rpt,T-cell chronic lymphocytic leukemia,,,,,,,
9834/3,Rpt,T-prolymphocytic leukemia/T-cell lymphocytic leukemia- Kiel,,,,,,,
9837/3,Rpt,T lymphoblastic leukemia/lymphoma,,,,,,,
9837/3,Rpt,Chronic T-cell leukemia/lymphoma,,,,,,,
9837/3,Rpt,Cortical T ALL,,,,,,,
9837/3,Rpt,Lymphomatous T-cell leukemia/lymphoma,,,,,,,
9837/3,Rpt,Mature T ALL,,,,,,,
9837/3,Rpt,Pre-T ALL,,,,,,,
9837/3,Rpt,Precursor T acute lymphoblastic leukemia,,,,,,,
9837/3,Rpt,Precursor T-cell lymphoblastic leukemia,,,,,,,
9837/3,Rpt,Pro-T ALL,,,,,,,
9837/3,Rpt,T-ALL,,,,,,,
9837/3,Rpt,T-acute lymphoblastic leukemia,,,,,,,
9837/3,Rpt,T-acute lymphoblastic lymphoma,,,,,,,
9837/3,Rpt,T-cell leukemia/lymphoma,,,,,,,
9837/3,Rpt,T-LBL,,,,,,,
9840/3,Rpt,Acute erythroid leukemia,,,,,,,
9840/3,Rpt,"Acute myeloid leukemia, M6 type",,,,,,,
9840/3,Rpt,M6B,,,,,,,
9840/3,Rpt,M6A,,,,,,,
9840/3,Rpt,Erythro leukemia,,,,,,,
9840/3,Rpt,FAB M6,,,,,,,
9840/3,Rpt,AML M6,,,,,,,
9860/3,Rpt,"Myeloid leukemia, NOS",,,,,,,
9860/3,Rpt,"Non-lymphocytic leukemia, NOS",,,,,,,
9860/3,Rpt,"Granulocytic leukemia, NOS",,,,,,,
9860/3,Rpt,"Myelocytic leukemia, NOS",,,,,,,
9860/3,Rpt,Eosinophilic leukemia,,,,,,,
9860/3,Rpt,"Monocytic leukemia, NOS",,,,,,,
9861/3,Rpt,Acute myeloid leukemia,,,,,,,
9861/3,Rpt,Acute granulocytic leukemia,,,,,,,
9861/3,Rpt,Acute myelogenous leukemia,,,,,,,
9861/3,Rpt,Acute myelocytic leukemia,,,,,,,
9861/3,Rpt,Acute myeloid leukemia with cytoplasmic nucleophosmin (NPMc + AML),,,,,,,
9861/3,Rpt,Acute myeloid leukemia with mutated CEBPA,,,,,,,
9861/3,Rpt,Acute myeloid leukemia with mutated NPM1,,,,,,,
9861/3,Rpt,Acute non-lymphocytic leukemia,,,,,,,
9861/3,Rpt,AML,,,,,,,
9861/3,Rpt,Chronic lymphocytic leukemia in blast crisis,,,,,,,
9861/3,Rpt,Chronic lymphocytic leukemia in blast phase,,,,,,,
9861/3,Rpt,Chronic lymphocytic leukemia with greater than 20% blasts in bone marrow,,,,,,,
9861/3,Rpt,CLL in blast crisis,,,,,,,
9861/3,Rpt,CLL in blast phase,,,,,,,
9861/3,Rpt,CLL with greater than 20% blasts in bone marrow,,,,,,,
9863/3,Rpt,"Chronic myeloid leukemia, NOS",,,,,,,
9863/3,Rpt,"Chronic myelogenous leukemia, NOS",,,,,,,
9863/3,Rpt,"Chronic myelocytic leukemia, NOS",,,,,,,
9863/3,Rpt,"Chronic myelogenous leukemia, BCR-ABL1 status unknown",,,,,,,
9863/3,Rpt,"Chronic myeloid leukemia, BCR-ABL1 status unknown, Accelerated phase (AP)",,,,,,,
9863/3,Rpt,"Chronic myeloid leukemia, BCR-ABL1 status unknown, Blast phase (BP)",,,,,,,
9863/3,Rpt,"Chronic myeloid leukemia, BCR-ABL1 status unknown, Chronic phase (CP)",,,,,,,
9863/3,Rpt,"CML, BCR-ABL1 status unknown, Accelerated phase (AP)",,,,,,,
9863/3,Rpt,"CML, BCR-ABL1 status unknown, Blastic phase (BP)",,,,,,,
9863/3,Rpt,"CML, BCR-ABL1 status unknown, Chronic phase (BP)",,,,,,,
9863/3,Rpt,"CML, NOS",,,,,,,
9865/3,Rpt,Acute myeloid leukemia with t(6;9)(p23;q34); DEK-NUP214,,,,,,,
9866/3,Rpt,Acute promyelocytic leukemia with t(15;17)(q22;q12); PML-RARA,,,,,,,
9866/3,Rpt,Acute promyelocytic leukemia,,,,,,,
9866/3,Rpt,"Acute promyelocytic leukemia, PML/RAR- alpha",,,,,,,
9866/3,Rpt,"Acute myeloid leukemia, t(15:17)(q22;q11-12)",,,,,,,
9866/3,Rpt,Hypergranular promyelocytic leukemia,,,,,,,
9866/3,Rpt,PML-RARA,,,,,,,
9866/3,Rpt,"Acute myeloid leukemia, PML/RAR-alpha",,,,,,,
9866/3,Rpt,Acute promyelocytic leukemia with t(15;17)(q22;q12),,,,,,,
9866/3,Rpt,"Acute promyelocytic leukemia, NOS",,,,,,,
9866/3,Rpt,FAB M3,,,,,,,
9867/3,Rpt,Acute myelomonocytic leukemia,,,,,,,
9867/3,Rpt,"Acute myeloid leukemia, M4",,,,,,,
9867/3,Rpt,AMML,,,,,,,
9867/3,Rpt,AMMoL,,,,,,,
9867/3,Rpt,FAB M4,,,,,,,
9869/3,Rpt,Acute myeloid leukemia with inv(3)(q21q26.2) or t(3;3)(q21;q26.2); RPN1-EVI1,,,,,,,
9870/3,Rpt,Acute basophilic leukemia,,,,,,,
9871/3,Rpt,Acute myeloid leukemia with inv(16)(p13.1q22) or t(16;16)(p13.1;q22); CBFB-MYH11,,,,,,,
9871/3,Rpt,"Acute myeloid leukemia, CBF-beta/MYH11",,,,,,,
9871/3,Rpt,"Acute myeloid leukemia, inv(16)(p13;q22)",,,,,,,
9871/3,Rpt,"Acute myeloid leukemia, t(16;16)(p13;q11",,,,,,,
9871/3,Rpt,Acute myeloid leukemia with abnormal marrow eosinophils,,,,,,,
9871/3,Rpt,Acute myelomonocytic leukemia with abnormal  eosinophils,,,,,,,
9871/3,Rpt,FAB M4Eo,,,,,,,
9872/3,Rpt,"Acute myeloid leukemia, minimal differentiation",,,,,,,
9872/3,Rpt,Acute myeloblastic leukemia,,,,,,,
9782/3,Rpt,"Acute myeloblastic leukemia, minimally differentiated",,,,,,,
9782/3,Rpt,"Acute myeloid leukemia, M0",,,,,,,
9872/3,Rpt,FAB M0,,,,,,,
9873/3,Rpt,Acute myeloid leukemia without maturation,,,,,,,
9873/3,Rpt,Acute myeloblastic leukemia without maturation,,,,,,,
9873/3,Rpt,"Acute myeloid leukemia, M1",,,,,,,
9873/3,Rpt,AML without maturation,,,,,,,
9873/3,Rpt,FAB M1,,,,,,,
9874/3,Rpt,Acute myeloid leukemia with maturation,,,,,,,
9874/3,Rpt,"Acute myeloid leukemia, M2",,,,,,,
9874/3,Rpt,AML with maturation,,,,,,,
9784/3,Rpt,"FAB M2, NOS",,,,,,,
9875/3,Rpt,"Chronic myelogenous leukemia, BCR/ABL 1 positive",,,,,,,
9874/3,Rpt,Chronic myeloid leukemia-Accelerated phase,,,,,,,
9875/3,Rpt,Chronic myeloid leukemia-Blast phase,,,,,,,
9875/3,Rpt,Chronic myeloid leukemia-Chronic phase,,,,,,,
9875/3,Rpt,Chronic granulocytic leukemia,,,,,,,
9875/3,Rpt,"CML, BCR-ABL1+",,,,,,,
9875/3,Rpt,"CML, Accelerated phase (AP)",,,,,,,
9875/3,Rpt,"CML, Blast Phase (BP)",,,,,,,
9875/3,Rpt,"CML, Chronic Phase (CP)",,,,,,,
9875/3,Rpt,"Myelogenous leukemia, NOS",,,,,,,
9876/3,Rpt,"Atypical chronic myeloid leukemia, BCR/ABL 1 negative",,,,,,,
9875/3,Rpt,aCML,,,,,,,
9876/3,Rpt,Atypical chronic myeloid leukemia,,,,,,,
9876/3,Rpt,Philadelphia chromosome (PH1) negative,,,,,,,
9891/3,Rpt,Acute monoblastic and monocytic leukemia,,,,,,,
9891/3,Rpt,"Monoblastic leukemia, NOS",,,,,,,
9891/3,Rpt,FAB M5,,,,,,,
9891/3,Rpt,Acute monoblastic leukemia,,,,,,,
9891/3,Rpt,Acute monoblastic leukemia and acute monocytic leukemia,,,,,,,
9891/3,Rpt,"Acute monoblastic leukemia, M5a",,,,,,,
9891/3,Rpt,Acute monocytic leukemia,,,,,,,
9891/3,Rpt,"Acute monocytic leukemia, M5b",,,,,,,
9895/3,Rpt,Acute myeloid leukemia with myelodysplasia-related changes,,,,,,,
9895/3,Rpt,Acute myeloid leukemia with multilineage dysplasia,,,,,,,
9895/3,Rpt,Acute myeloid leukemia with prior myelodysplastic syndrome,,,,,,,
9895/3,Rpt,Acute myeloid leukemia without prior myelodysplastic syndrome,,,,,,,
9896/3,Rpt,Acute myeloid leukemia with t(8;21)(q22;q22); RUNX1-RUNX1T1,,,,,,,
9896/3,Rpt,Acute myeloid leukemia with recurrent genetic abnormalities,,,,,,,
9896/3,Rpt,"Acute myeloid leukemia, AML1(CBF-Alpha)/ETO",,,,,,,
9896/3,Rpt,"Acute myeloid leukemia, FLT3-TKD",,,,,,,
9896/3,Rpt,"Acute myeloid leukemia, t(8;21)(q22;q22",,,,,,,
9896/3,Rpt,AML1/ETO,,,,,,,
9896/3,Rpt,"FAB M2, AML1(CBF-Alpha)/ETO",,,,,,,
9896/3,Rpt,"FAB M2, t(8;21)(q22;q22",,,,,,,
9897/1,Rpt,Acute myeloid leukemia with t(9;11)(p22;q23); MLLT3-MLL,,,,,,,
9897/3,Rpt,Acute myeloid leukemia with 11q23 (MLL) abnormalities,,,,,,,
9897/3,Rpt,"Acute myeloid leukemia, 11q23 abnormalities",,,,,,,
9897/3,Rpt,"Acute myeloid leukemia, MLL",,,,,,,
9898/3,Rpt,Myeloid leukemia associated with Down Syndrome,,,,,,,
9898/3,Rpt,Acute myeloid leukemia associated with Down syndrome,,,,,,,
9898/3,Rpt,AML associated with DS,,,,,,,
9910/3,Rpt,Acute megakaryoblastic leukemia,,,,,,,
9910/3,Rpt,AMKL,,,,,,,
9910/3,Rpt,FAB M7,,,,,,,
9910/3,Rpt,Megakaryocytic leukemia,,,,,,,
9911/3,Rpt,Acute myeloid leukemia (megakaryoblastic) with t(1;22)(p13;q13); RBM15-MKL1,,,,,,,
9920/3,Rpt,Therapy-related myeloid neoplasms,,,,,,,
9920/3,Rpt,Alkylating agent related acute myeloid leukemia and myelodysplastic syndrome,,,,,,,
9920/3,Rpt,t-AML,,,,,,,
9920/3,Rpt,t-AML/t-MDS,,,,,,,
9920/3,Rpt,t-MDS,,,,,,,
9920/3,Rpt,t-MDS/MPN,,,,,,,
9920/3,Rpt,"Therapy-related acute myeloid leukemia, alkylating agent related",,,,,,,
9920/3,Rpt,"Therapy-related acute myeloid leukemia, epipodophyllotoxin-related",,,,,,,
9920/3,Rpt,"Therapy-related acute myeloid leukemia, NOS",,,,,,,
9920/3,Rpt,Therapy-related acute promyelocytic leukemia (APL),,,,,,,
9920/3,Rpt,Therapy-related myelodysplastic syndrome,,,,,,,
9920/3,Rpt,Therapy-related myelodysplastic/myeloproliferative neoplasm,,,,,,,
9930/3,Rpt,Myeloid Sarcoma,,,,,,,
9930/3,Rpt,Chloroma,,,,,,,
9930/3,Rpt,Extramedullary myeloid tumor,,,,,,,
9930/3,Rpt,Granulocytic sarcoma,,,,,,,
9930/3,Rpt,GS,,,,,,,
9931/3,Rpt,Acute panmyelosis with myelofibrosis,,,,,,,
9931/3,Rpt,"Acute panmyelosis, NOS",,,,,,,
9931/3,Rpt,Acute myelofibrosis,,,,,,,
9931/3,Rpt,Acute megakaryocytic leukemia,,,,,,,
9931/3,Rpt,Malignant myelofibrosis,,,,,,,
9940/3,Rpt,Hairy cell leukemia,,,,,,,
9940/3,Rpt,HCL,,,,,,,
9940/3,Rpt,Leukemic reticuloendotheliosis,,,,,,,
9945/3,Rpt,Chronic myelomonocytic leukemia,,,,,,,
9945/3,Rpt,Chronic myelomonocytic leukemia in transformation,,,,,,,
9945/3,Rpt,"Chronic myelomonocytic leukemia, NOS",,,,,,,
9945/3,Rpt,"Chronic myelomonocytic leukemia, Type I",,,,,,,
9945/3,Rpt,"Chronic myelomonocytic leukemia, Type II",,,,,,,
9945/3,Rpt,Chronic myelomonocytic syndrome,,,,,,,
9945/3,Rpt,CMML,,,,,,,
9945/3,Rpt,CMML with eosinophilia,,,,,,,
9945/3,Rpt,CMML-1,,,,,,,
9945/3,Rpt,CMML-2,,,,,,,
9945/3,Rpt,Subacute myelomonocytic leukemia,,,,,,,
9946/3,Rpt,Juvenile myelomonocytic leukemia,,,,,,,
9946/3,Rpt,JMML,,,,,,,
9946/3,Rpt,Juvenile chronic myelomonocytic leukemia,,,,,,,
9948/3,Rpt,Aggressive NK-cell leukemia,,,,,,,
9948/3,Rpt,Aggresive NK-cell leukemia/lymphoma,,,,,,,
9948/3,Rpt,"Large granular lymphocyte leukemia, NK-cell type-REAL",,,,,,,
9950/3,Rpt,Polycythemia vera,,,,,,,
9950/3,Rpt,Cryptogenic polycythemia,,,,,,,
9950/3,Rpt,Erythremia,,,,,,,
9950/3,Rpt,Erythrocytosis megalosplenica,,,,,,,
9950/3,Rpt,Myelopathic polycythemia,,,,,,,
9950/3,Rpt,Polycythemia with chronic cyanosis,,,,,,,
9950/3,Rpt,Primary polycythemia,,,,,,,
9950/3,Rpt,Proliferative polycythemia,,,,,,,
9950/3,Rpt,PRV,,,,,,,
9950/3,Rpt,PV,,,,,,,
9950/3,Rpt,Spent phase polycythemia,,,,,,,
9950/3,Rpt,Splenomegalic polycythemia,,,,,,,
9950/3,Rpt,Vaquez-Osler's disease,,,,,,,
9961/3,Rpt,Primary myelofibrosis,,,,,,,
9961/3,Rpt,Agnogenic myeloid metaplasia AMM,,,,,,,
9961/3,Rpt,Chronic granulocytic-megakaryocytic myelosis,,,,,,,
9961/3,Rpt,Chronic idiopathic myelofibrosis,,,,,,,
9961/3,Rpt,Chronic idiopathic myelofibrosis (with extramedullary hematopoiesis),,,,,,,
9961/3,Rpt,CIMF,,,,,,,
9961/3,Rpt,Idiopathic myelofibrosis,,,,,,,
9961/3,Rpt,Megakaryocytic myelosclerosis,,,,,,,
9961/3,Rpt,MMM,,,,,,,
9961/3,Rpt,Myelofibrosis with myeloid metaplasia,,,,,,,
9961/3,Rpt,Myelofibrosis-osteosclerosis,,,,,,,
9961/3,Rpt,Myeloid metaplasia,,,,,,,
9961/3,Rpt,Myelosclerosis with myeloid metaplasia,,,,,,,
9961/3,Rpt,PMF,,,,,,,
9961/3,Rpt,Prefibrotic primary myelofibrosis,,,,,,,
9962/3,Rpt,Essential Thrombocythemia,,,,,,,
9962/3,Rpt,Essential hemorrhagic thrombocythemia,,,,,,,
9962/3,Rpt,Essential thrombocytosis,,,,,,,
9962/3,Rpt,ET,,,,,,,
9962/3,Rpt,Hemorrhagic thrombocythemia,,,,,,,
9962/3,Rpt,Idiopathic hemorrhagic thrombocythemia,,,,,,,
9962/3,Rpt,Idiopathic thrombocythemia,,,,,,,
9962/3,Rpt,Idiopathic thrombocytosis,,,,,,,
9962/3,Rpt,Primary thrombocythemia,,,,,,,
9962/3,Rpt,Primary thrombocytosis,,,,,,,
9962/3,Rpt,Thrombocythemia vera,,,,,,,
9963/3,Rpt,Chronic neutrophilic leukemia,,,,,,,
9963/3,Rpt,CNL,,,,,,,
9964/3,Rpt,Chronic eosinophilic leukemia,,,,,,,
9964/3,Rpt,CEL,,,,,,,
9964/3,Rpt,Chronic eosinophilic leukemia,,,,,,,
9964/3,Rpt,Chronic eosinophilic leukemia (and the hypereosinophilic syndrome),,,,,,,
9964/3,Rpt,HES,,,,,,,
9964/3,Rpt,Hypereosinophilic (idiopathic) syndrome,,,,,,,
9964/3,Rpt,Hypereosinophilic syndrome,,,,,,,
9965/3,Rpt,Myeloid and lymphoid neoplasms with PDGFRA rearrangement,,,,,,,
9965/3,Rpt,Chronic eosinophilic leukemia with FIP1L1-PDGFRA,,,,,,,
9965/3,Rpt,Myeloproliferative variant of the hypereosinophilic syndrome,,,,,,,
9966/3,Rpt,Myeloid neoplasms with PDGFRA rearrangement,,,,,,,
9966/3,Rpt,Chronic myelomonocytic leukemia with eosinophilia associated with t(5;12),,,,,,,
9967/3,Rpt,Myeloid and lymphoid neoplasms with FGFR1 abnormalities,,,,,,,
9967/3,Rpt,8p11 myeloproliferative syndrome,,,,,,,
9967/3,Rpt,8p11 stem cell leukemia/lymphoma syndrome,,,,,,,
9967/3,Rpt,8p11 stem cell syndrome,,,,,,,
9971/3,Rpt,Polymorphic PTLD,,,,,,,
9971/3,Rpt,Polymorphic B-cell PTLD,,,,,,,
9971/3,Rpt,Polymorphic post-transplant lymphoproliferative disorder,,,,,,,
9971/3,Rpt,P-PTLD,,,,,,,
9971/3,Rpt,PTLD,,,,,,,
9971/3,Rpt,Post-transplant lymphoproliferative disorder,,,,,,,
9975/3,Rpt,"Myelodysplastic/myeloproliferative neoplasm, unclassifiable",,,,,,,
9975/3,Rpt,Chronic myeloproliferative neoplasm,,,,,,,
9975/3,Rpt,"MPN, U",,,,,,,
9975/3,Rpt,"Myeloid neoplasm, NOS",,,,,,,
9975/3,Rpt,"Myeloproliferative disease, NOS",,,,,,,
9975/3,Rpt,"Myeloproliferative neoplasm, unclassifiable",,,,,,,
9980/3,Rpt,Refractory anemia,,,,,,,
9980/3,Rpt,Aregenerative anemia,,,,,,,
9980/3,Rpt,Primary refractory anemia,,,,,,,
9980/3,Rpt,RA,,,,,,,
9880/3,Rpt,Refractory anemia without sideroblasts,,,,,,,
9880/3,Rpt,Refractory cytopenia with unilineage dysplasia,,,,,,,
9982/3,Rpt,Refractory anemia with ringed sideroblasts,,,,,,,
