diagnosis_name,icdo3_code,synonym_name
choroid plexus carcinoma,9390/3,"choroid plexus papilloma, malignant"
choroid plexus carcinoma,9390/3,anaplastic choroid plexus papilloma
choroid plexus carcinoma,9390/3,choroid plexus papilloma anaplastic
choroid plexus carcinoma,9390/3,malignant choroid plexus papilloma
choroid plexus carcinoma,9390/3,choroid plexus papilloma malignant
"ependymoma, nos",9391/3,epithelial ependymoma
"ependymoma, nos",9391/3,cellular ependymoma
"ependymoma, nos",9391/3,clear cell ependymoma
"ependymoma, nos",9391/3,tanycytic ependymoma
"ependymoma, nos",9391/3,ependymoma
infiltrating duct and lobular carcinoma,8522/3,lobular and ductal carcinoma
infiltrating duct and lobular carcinoma,8522/3,infiltrating duct and lobular carcinoma in situ
infiltrating duct and lobular carcinoma,8522/3,intraductal and lobular carcinoma
infiltrating duct and lobular carcinoma,8522/3,infiltrating lobular carcinoma and ductal carcinoma in situ
infiltrating duct mixed with other types of carcinoma,8523/3,infiltrating duct and cribriform carcinoma
infiltrating duct mixed with other types of carcinoma,8523/3,infiltrating duct and mucinous carcinoma
infiltrating duct mixed with other types of carcinoma,8523/3,infiltrating duct and tubular carcinoma
infiltrating duct mixed with other types of carcinoma,8523/3,infiltrating duct and colloid carcinoma
polymorphous low grade adenocarcinoma,8525/3,terminal duct adenocarcinoma
inflammatory carcinoma,8530/3,inflammatory adenocarcinoma
"paget disease, mammary",8540/3,paget disease of breast
"paget disease, mammary",8540/3,mammary paget disease
"paget disease, mammary",8540/3,paget disease mammary
"paget disease, extramammary",8542/3,extramammary paget disease
"paget disease, extramammary",8542/3,paget disease extramammary
acinar cell adenoma,8550/0,acinar adenoma
acinar cell adenoma,8550/0,acinic cell adenoma
acinar cell tumor,8550/1,acinic cell tumor
acinar cell carcinoma,8550/3,acinic cell adenocarcinoma
acinar cell carcinoma,8550/3,acinar adenocarcinoma
acinar cell carcinoma,8550/3,acinar carcinoma
adenosquamous carcinoma,8560/3,mixed adenocarcinoma and squamous cell carcinoma
adenosquamous carcinoma,8560/3,mixed adenocarcinoma and epidermoid carcinoma
adenolymphoma,8561/0,papillary cystadenoma lymphomatosum
adenolymphoma,8561/0,warthin tumor
adenocarcinoma with squamous metaplasia,8570/3,adenoacanthoma
adenocarcinoma with cartilaginous and osseous metaplasia,8571/3,adenocarcinoma with cartilaginous metaplasia
adenocarcinoma with cartilaginous and osseous metaplasia,8571/3,adenocarcinoma with osseous metaplasia
adenocarcinoma with apocrine metaplasia,8573/3,carcinoma with apocrine metaplasia
adenocarcinoma with neuroendocrine differentiation,8574/3,carcinoma with neuroendocrine differentiation
"metaplastic carcinoma, nos",8575/3,metaplastic carcinoma
hepatoid adenocarcinoma,8576/3,hepatoid carcinoma
"thymoma, benign",8580/0,benign thymoma
"thymoma, benign",8580/0,thymoma benign
"thymoma, nos",8580/1,thymoma
"thymoma, malignant, nos",8580/3,malignant thymoma
"thymoma, malignant, nos",8580/3,thymoma malignant
"thymoma, type a, nos",8581/1,"thymoma, spindle cell, nos"
"thymoma, type a, nos",8581/1,"thymoma, medullary, nos"
"thymoma, type a, nos",8581/1,type a thymoma
"thymoma, type a, nos",8581/1,thymoma type a
"thymoma, type a, nos",8581/1,spindle cell thymoma
"thymoma, type a, nos",8581/1,thymoma spindle cell
"thymoma, type a, nos",8581/1,medullary thymoma
"thymoma, type a, nos",8581/1,thymoma medullary
"thymoma, type a, malignant",8581/3,"thymoma, spindle cell, malignant"
"thymoma, type a, malignant",8581/3,"thymoma, medullary, malignant"
"thymoma, type a, malignant",8581/3,malignant type a thymoma
"thymoma, type a, malignant",8581/3,thymoma type a malignant
"thymoma, type a, malignant",8581/3,malignant spindle cell thymoma
"thymoma, type a, malignant",8581/3,thymoma spindle cell malignant
"thymoma, type a, malignant",8581/3,malignant medullary thymoma
"thymoma, type a, malignant",8581/3,thymoma medullary malignant
"thymoma, type ab, nos",8582/1,"thymoma, mixed type, nos"
"thymoma, type ab, nos",8582/1,type ab thymoma
"thymoma, type ab, nos",8582/1,thymoma type ab
"thymoma, type ab, nos",8582/1,mixed type thymoma
"thymoma, type ab, nos",8582/1,thymoma mixed type
"thymoma, type ab, malignant",8582/3,"thymoma, mixed type, malignant"
"thymoma, type ab, malignant",8582/3,malignant type ab thymoma
"thymoma, type ab, malignant",8582/3,thymoma type ab malignant
"thymoma, type ab, malignant",8582/3,malignant mixed type thymoma
"thymoma, type ab, malignant",8582/3,thymoma mixed type malignant
"thymoma, type b1, nos",8583/1,"thymoma, lymphocyte-rich, nos"
"thymoma, type b1, nos",8583/1,"thymoma, lymphocytic, nos"
"thymoma, type b1, nos",8583/1,"thymoma, predominantly cortical, nos"
"thymoma, type b1, nos",8583/1,"thymoma, organoid, nos"
"thymoma, type b1, nos",8583/1,type b1 thymoma
"thymoma, type b1, nos",8583/1,thymoma type b1
"thymoma, type b1, nos",8583/1,lymphocyte-rich thymoma
"thymoma, type b1, nos",8583/1,thymoma lymphocyte-rich
"thymoma, type b1, nos",8583/1,lymphocytic thymoma
"thymoma, type b1, nos",8583/1,thymoma lymphocytic
"thymoma, type b1, nos",8583/1,predominantly cortical thymoma
"thymoma, type b1, nos",8583/1,thymoma predominantly cortical
"thymoma, type b1, nos",8583/1,organoid thymoma
"thymoma, type b1, nos",8583/1,thymoma organoid
"thymoma, type b1, malignant",8583/3,"thymoma, lymphocyte-rich, malignant"
"thymoma, type b1, malignant",8583/3,"thymoma, lymphocytic, malignant"
"thymoma, type b1, malignant",8583/3,"thymoma, predominantly cortical, malignant"
"thymoma, type b1, malignant",8583/3,"thymoma, organoid, malignant"
"thymoma, type b1, malignant",8583/3,malignant type b1 thymoma
"thymoma, type b1, malignant",8583/3,thymoma type b1 malignant
"thymoma, type b1, malignant",8583/3,malignant lymphocyte-rich thymoma
"thymoma, type b1, malignant",8583/3,thymoma lymphocyte-rich malignant
"thymoma, type b1, malignant",8583/3,malignant lymphocytic thymoma
"thymoma, type b1, malignant",8583/3,thymoma lymphocytic malignant
"thymoma, type b1, malignant",8583/3,malignant predominantly cortical thymoma
"thymoma, type b1, malignant",8583/3,thymoma predominantly cortical malignant
"thymoma, type b1, malignant",8583/3,malignant organoid thymoma
"thymoma, type b1, malignant",8583/3,thymoma organoid malignant
"thymoma, type b2, nos",8584/1,"thymoma, cortical, nos"
"thymoma, type b2, nos",8584/1,type b2 thymoma
"thymoma, type b2, nos",8584/1,thymoma type b2
"thymoma, type b2, nos",8584/1,cortical thymoma
"thymoma, type b2, nos",8584/1,thymoma cortical
"thymoma, type b2, malignant",8584/3,"thymoma, cortical, malignant"
"thymoma, type b2, malignant",8584/3,malignant type b2 thymoma
"thymoma, type b2, malignant",8584/3,thymoma type b2 malignant
"thymoma, type b2, malignant",8584/3,malignant cortical thymoma
"thymoma, type b2, malignant",8584/3,thymoma cortical malignant
"thymoma, type b3, nos",8585/1,"thymoma, epithelial, nos"
"thymoma, type b3, nos",8585/1,"thymoma, atypical, nos"
"thymoma, type b3, nos",8585/1,type b3 thymoma
"thymoma, type b3, nos",8585/1,thymoma type b3
"thymoma, type b3, nos",8585/1,epithelial thymoma
"thymoma, type b3, nos",8585/1,thymoma epithelial
"thymoma, type b3, nos",8585/1,atypical thymoma
"thymoma, type b3, nos",8585/1,thymoma atypical
"thymoma, type b3, malignant",8585/3,"thymoma, epithelial, malignant"
"thymoma, type b3, malignant",8585/3,"thymoma, atypical, malignant"
"thymoma, type b3, malignant",8585/3,well differentiated thymic carcinoma
"thymoma, type b3, malignant",8585/3,malignant type b3 thymoma
"thymoma, type b3, malignant",8585/3,thymoma type b3 malignant
"thymoma, type b3, malignant",8585/3,malignant epithelial thymoma
"thymoma, type b3, malignant",8585/3,thymoma epithelial malignant
"thymoma, type b3, malignant",8585/3,malignant atypical thymoma
"thymoma, type b3, malignant",8585/3,thymoma atypical malignant
"thymic carcinoma, nos",8586/3,"thymoma, type c"
"thymic carcinoma, nos",8586/3,thymic carcinoma
"thymic carcinoma, nos",8586/3,type c thymoma
"thymic carcinoma, nos",8586/3,thymoma type c
spindle epithelial tumor with thymus-like element,8588/3,spindle epithelial tumor with thymus-like differentiation
spindle epithelial tumor with thymus-like element,8588/3,settle
carcinoma showing thymus-like element,8589/3,carcinoma showing thymus-like differentiation
carcinoma showing thymus-like element,8589/3,castle
"sex cord-gonadal stromal tumor, nos",8590/1,"gonadal stromal tumor, nos"
"sex cord-gonadal stromal tumor, nos",8590/1,testicular stromal tumor
"sex cord-gonadal stromal tumor, nos",8590/1,ovarian stromal tumor
"sex cord-gonadal stromal tumor, nos",8590/1,"sex cord tumor, nos"
"sex cord-gonadal stromal tumor, nos",8590/1,sex cord-gonadal stromal tumor
"sex cord-gonadal stromal tumor, nos",8590/1,gonadal stromal tumor
"sex cord-gonadal stromal tumor, nos",8590/1,sex cord tumor
"sex cord-gonadal stromal tumor, incompletely differentiated",8591/1,incompletely differentiated sex cord-gonadal stromal tumor
"sex cord-gonadal stromal tumor, incompletely differentiated",8591/1,sex cord-gonadal stromal tumor incompletely differentiated
"sex cord-gonadal stromal tumor, mixed forms",8592/1,mixed forms sex cord-gonadal stromal tumor
"sex cord-gonadal stromal tumor, mixed forms",8592/1,sex cord-gonadal stromal tumor mixed forms
"thecoma, nos",8600/0,theca cell tumor
"thecoma, nos",8600/0,thecoma
"thecoma, malignant",8600/3,malignant thecoma
"thecoma, malignant",8600/3,thecoma malignant
"thecoma, luteinized",8601/0,luteinized thecoma
"thecoma, luteinized",8601/0,thecoma luteinized
"luteoma, nos",8610/0,luteinoma
"luteoma, nos",8610/0,luteoma
"granulosa cell tumor, adult type",8620/1,"granulosa cell tumor, nos"
"granulosa cell tumor, adult type",8620/1,adult type granulosa cell tumor
"granulosa cell tumor, adult type",8620/1,granulosa cell tumor adult type
"granulosa cell tumor, adult type",8620/1,granulosa cell tumor
"granulosa cell tumor, malignant",8620/3,granulosa cell carcinoma
"granulosa cell tumor, malignant",8620/3,"granulosa cell tumor, sarcomatoid"
"granulosa cell tumor, malignant",8620/3,malignant granulosa cell tumor
"granulosa cell tumor, malignant",8620/3,granulosa cell tumor malignant
"granulosa cell tumor, malignant",8620/3,sarcomatoid granulosa cell tumor
"granulosa cell tumor, malignant",8620/3,granulosa cell tumor sarcomatoid
granulosa cell-theca cell tumor,8621/1,theca cell-granulosa cell tumor
"granulosa cell tumor, juvenile",8622/1,juvenile granulosa cell tumor
"granulosa cell tumor, juvenile",8622/1,granulosa cell tumor juvenile
"androblastoma, benign",8630/0,"arrhenoblastoma, benign"
"androblastoma, benign",8630/0,benign androblastoma
"androblastoma, benign",8630/0,androblastoma benign
"androblastoma, benign",8630/0,benign arrhenoblastoma
"androblastoma, benign",8630/0,arrhenoblastoma benign
"androblastoma, nos",8630/1,"arrhenoblastoma, nos"
"androblastoma, nos",8630/1,androblastoma
"androblastoma, nos",8630/1,arrhenoblastoma
"androblastoma, malignant",8630/3,"arrhenoblastoma, malignant"
"androblastoma, malignant",8630/3,malignant androblastoma
"androblastoma, malignant",8630/3,androblastoma malignant
"androblastoma, malignant",8630/3,malignant arrhenoblastoma
"androblastoma, malignant",8630/3,arrhenoblastoma malignant
"sertoli-leydig cell tumor, well differentiated",8631/0,well differentiated sertoli-leydig cell tumor
"sertoli-leydig cell tumor, well differentiated",8631/0,sertoli-leydig cell tumor well differentiated
sertoli-leydig cell tumor of intermediate differentiation,8631/1,"sertoli-leydig cell tumor, nos"
sertoli-leydig cell tumor of intermediate differentiation,8631/1,sertoli-leydig cell tumor
"sertoli-leydig cell tumor, poorly differentiated",8631/3,"sertoli-leydig cell tumor, sarcomatoid"
"sertoli-leydig cell tumor, poorly differentiated",8631/3,poorly differentiated sertoli-leydig cell tumor
"sertoli-leydig cell tumor, poorly differentiated",8631/3,sertoli-leydig cell tumor poorly differentiated
"sertoli-leydig cell tumor, poorly differentiated",8631/3,sarcomatoid sertoli-leydig cell tumor
"sertoli-leydig cell tumor, poorly differentiated",8631/3,sertoli-leydig cell tumor sarcomatoid
"sertoli-leydig cell tumor, retiform",8633/1,retiform sertoli-leydig cell tumor
"sertoli-leydig cell tumor, retiform",8633/1,sertoli-leydig cell tumor retiform
"sertoli-leydig cell tumor, intermediate differentiation, with heterologous elements",8634/1,"sertoli-leydig cell tumor, retiform, with heterologous elements"
"sertoli-leydig cell tumor, intermediate differentiation, with heterologous elements",8634/1,with heterologous elements intermediate differentiation sertoli-leydig cell tumor
"sertoli-leydig cell tumor, intermediate differentiation, with heterologous elements",8634/1,sertoli-leydig cell tumor intermediate differentiation with heterologous elements
"sertoli-leydig cell tumor, intermediate differentiation, with heterologous elements",8634/1,with heterologous elements retiform sertoli-leydig cell tumor
"sertoli-leydig cell tumor, intermediate differentiation, with heterologous elements",8634/1,sertoli-leydig cell tumor retiform with heterologous elements
"sertoli-leydig cell tumor, poorly differentiated, with heterologous elements","8634/3""",with heterologous elements poorly differentiated sertoli-leydig cell tumor
"sertoli-leydig cell tumor, poorly differentiated, with heterologous elements","8634/3""",sertoli-leydig cell tumor poorly differentiated with heterologous elements
"sertoli cell tumor, nos",8640/1,pick tubular adenoma
"sertoli cell tumor, nos",8640/1,sertoli cell adenoma
"sertoli cell tumor, nos",8640/1,"tubular androblastoma, nos"
"sertoli cell tumor, nos",8640/1,testicular adenoma
"sertoli cell tumor, nos",8640/1,sertoli cell tumor
"sertoli cell tumor, nos",8640/1,tubular androblastoma
sertoli cell tumor with lipid storage,8641/0,folliculome lipidique
sertoli cell tumor with lipid storage,8641/0,tubular androblastoma with lipid storage
sertoli cell tumor with lipid storage,8641/0,lipid-rich sertoli cell tumor
"leydig cell tumor, benign",8650/0,"interstitial cell tumor, benign"
"leydig cell tumor, benign",8650/0,benign leydig cell tumor
"leydig cell tumor, benign",8650/0,leydig cell tumor benign
"leydig cell tumor, benign",8650/0,benign interstitial cell tumor
"leydig cell tumor, benign",8650/0,interstitial cell tumor benign
"leydig cell tumor, nos",8650/1,"interstitial cell tumor, nos"
"leydig cell tumor, nos",8650/1,leydig cell tumor
"leydig cell tumor, nos",8650/1,interstitial cell tumor
"leydig cell tumor, malignant",8650/3,"interstitial cell tumor, malignant"
"leydig cell tumor, malignant",8650/3,malignant leydig cell tumor
"leydig cell tumor, malignant",8650/3,leydig cell tumor malignant
"leydig cell tumor, malignant",8650/3,malignant interstitial cell tumor
"leydig cell tumor, malignant",8650/3,interstitial cell tumor malignant
hilus cell tumor,8660/0,hilar cell tumor
lipid cell tumor of ovary,8670/0,lipoid cell tumor of ovary
lipid cell tumor of ovary,8670/0,"steroid cell tumor, nos"
lipid cell tumor of ovary,8670/0,masculinovoblastoma
lipid cell tumor of ovary,8670/0,steroid cell tumor
"steroid cell tumor, malignant",8670/3,malignant steroid cell tumor
"steroid cell tumor, malignant",8670/3,steroid cell tumor malignant
"paraganglioma, benign",8680/0,benign paraganglioma
"paraganglioma, benign",8680/0,paraganglioma benign
"paraganglioma, nos",8680/1,paraganglioma
"paraganglioma, malignant",8680/3,malignant paraganglioma
"paraganglioma, malignant",8680/3,paraganglioma malignant
"glomus jugulare tumor, nos",8690/1,jugular paraganglioma
"glomus jugulare tumor, nos",8690/1,jugulotympanic paraganglioma
"glomus jugulare tumor, nos",8690/1,glomus jugulare tumor
aortic body tumor,8691/1,aortic body paraganglioma
aortic body tumor,8691/1,aorticopulmonary paraganglioma
carotid body tumor,8692/1,carotid body paraganglioma
"extra-adrenal paraganglioma, nos",8693/1,"nonchromaffin paraganglioma, nos"
"extra-adrenal paraganglioma, nos",8693/1,chemodectoma
"extra-adrenal paraganglioma, nos",8693/1,extra-adrenal paraganglioma
"extra-adrenal paraganglioma, nos",8693/1,nonchromaffin paraganglioma
"extra-adrenal paraganglioma, malignant",8693/3,"nonchromaffin paraganglioma, malignant"
"extra-adrenal paraganglioma, malignant",8693/3,malignant extra-adrenal paraganglioma
"extra-adrenal paraganglioma, malignant",8693/3,extra-adrenal paraganglioma malignant
"extra-adrenal paraganglioma, malignant",8693/3,malignant nonchromaffin paraganglioma
